STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CY,Cyprus,2022,,4.7,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CY,Cyprus,2023,,6.1,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CY,Cyprus,2024,,5.5,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CY,Cyprus,2025,,5.2,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CZ,Czechia,2010,,4.3,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CZ,Czechia,2011,,4.5,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CZ,Czechia,2012,,4.4,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CZ,Czechia,2013,,4.6,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CZ,Czechia,2014,,4.8,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CZ,Czechia,2015,,4.6,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CZ,Czechia,2016,,4.7,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CZ,Czechia,2017,,4.7,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CZ,Czechia,2018,,5.0,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CZ,Czechia,2019,,4.9,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CZ,Czechia,2020,,5.1,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CZ,Czechia,2021,,5.7,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CZ,Czechia,2022,,5.4,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CZ,Czechia,2023,,5.4,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CZ,Czechia,2024,,5.4,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,CZ,Czechia,2025,,5.7,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DE,Germany,2010,,4.3,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DE,Germany,2011,,4.3,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DE,Germany,2012,,4.3,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DE,Germany,2013,,4.1,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DE,Germany,2014,,4.1,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DE,Germany,2015,,4.1,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DE,Germany,2016,,4.1,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DE,Germany,2017,,4.1,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DE,Germany,2018,,4.2,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DE,Germany,2019,,4.2,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DE,Germany,2020,,5.4,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DE,Germany,2021,,5.4,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DE,Germany,2022,,5.4,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DE,Germany,2023,,5.7,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DE,Germany,2024,,5.7,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DE,Germany,2025,,5.6,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DK,Denmark,2010,,5.4,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DK,Denmark,2011,,5.5,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DK,Denmark,2012,,5.5,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DK,Denmark,2013,,5.5,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DK,Denmark,2014,,5.6,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DK,Denmark,2015,,5.7,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DK,Denmark,2016,,5.6,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DK,Denmark,2017,,5.1,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DK,Denmark,2018,,5.2,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DK,Denmark,2019,,5.5,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DK,Denmark,2020,,5.7,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DK,Denmark,2021,,5.8,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,DK,Denmark,2022,,6.1,,,,,
